PropertyID,Area,Plate,Module,HousingName,Issue,Fromusername,PropertyType,Zipcode,Location,UpdateTime
7231,宝山,淞南高境,中外环间,淞滨支路80弄,,,住宅,200940,,2015-12-11 00:00:00.000
7233,宝山,淞宝,外环以外,泰和路239弄,,,住宅,200940,,2015-12-11 00:00:00.000
7234,宝山,共康泗塘,中外环间,通河路524号,,,待定,200431,,2015-12-11 00:00:00.000
7235,宝山,顾村,外环以外,菊泉街515弄,,,住宅,201907,,2015-12-11 00:00:00.000
7236,宝山,罗店,外环以外,市一路158号,,,住宅,201908,,2015-12-11 00:00:00.000
7237,宝山,淞宝,外环以外,友谊支路220号,,,住宅,201999,,2015-12-11 00:00:00.000
7238,宝山,上大,中外环间,南大路511弄,,,住宅,200436,,2015-12-11 00:00:00.000
7239,宝山,淞宝,外环以外,瑞华宝都,,,综合社区,200940,,2015-12-11 00:00:00.000
7240,宝山,顾村,外环以外,丰水宝邸,,,综合社区,201906,,2015-12-11 00:00:00.000
7241,宝山,月浦,外环以外,马泾桥一村,,,住宅,200941,,2015-12-11 00:00:00.000
7242,宝山,淞南高境,中外环间,新梅淞南苑,,,住宅,200441,,2015-12-11 00:00:00.000
7243,长宁,虹桥,内中环间,玉屏南路41弄,,,住宅,200051,,2015-12-11 00:00:00.000
7244,长宁,虹桥,内中环间,茅台路250弄,,,住宅,200336,,2015-12-11 00:00:00.000
7245,长宁,西郊,中外环间,哈密路1288号,,,商住楼,200336,,2015-12-11 00:00:00.000
7246,长宁,虹桥,内中环间,茅台路270弄,,,住宅,200336,,2015-12-11 00:00:00.000
7247,长宁,新华路,内环以内,平武路150弄,,,住宅,200052,,2015-12-11 00:00:00.000
7248,长宁,新华路,内环以内,新华路680弄,,,住宅,200052,,2015-12-11 00:00:00.000
7249,长宁,新华路,内环以内,番禺路269弄,,,住宅,200052,,2015-12-11 00:00:00.000
7250,长宁,虹桥,内中环间,锦屏路10弄,,,住宅,200051,,2015-12-11 00:00:00.000
7251,长宁,虹桥,内中环间,长宁科技大楼,,,写字楼,200051,,2015-12-11 00:00:00.000
7252,长宁,西郊,中外环间,兴霞小区,,,住宅,200336,,2015-12-11 00:00:00.000
7253,宝山,罗店,外环以外,祁南新村,,,住宅,201908,,2015-12-11 00:00:00.000
7254,宝山,罗店,外环以外,市一路160号,,,住宅,201908,,2015-12-11 00:00:00.000
7255,长宁,中山公园,内环以内,昭化路60弄,,,住宅,200050,,2015-12-11 00:00:00.000
7256,长宁,虹桥,内中环间,安龙小区,,,住宅,200336,,2015-12-11 00:00:00.000
7257,长宁,中山公园,内环以内,西诸安浜路435弄,,,住宅,200050,,2015-12-11 00:00:00.000
7258,长宁,新华路,内环以内,幸福路381弄,,,住宅,200052,,2015-12-11 00:00:00.000
7259,长宁,虹桥,内中环间,玉屏南路697号,,,写字楼,200051,,2015-12-11 00:00:00.000
7260,长宁,虹桥,内中环间,遵义东大楼,,,住宅,200051,,2015-12-11 00:00:00.000
7261,长宁,新华路,内环以内,华闻国际大厦,,,综合社区,200051,,2015-12-11 00:00:00.000
7262,长宁,中山公园,内环以内,中山大楼,,,住宅,200050,,2015-12-11 00:00:00.000
7263,长宁,新华路,内环以内,百花村,,,住宅,200052,,2015-12-11 00:00:00.000
7264,长宁,中山公园,内环以内,利西路307号,,,厂房,200050,,2015-12-11 00:00:00.000
7265,长宁,新华路,内环以内,卫乐园,,,别墅,200052,,2015-12-11 00:00:00.000
7266,长宁,新华路,内环以内,定西路680号,,,住宅,200052,,2015-12-11 00:00:00.000
7267,宝山,罗泾,外环以外,陈镇路20弄,,,住宅,200949,,2015-12-11 00:00:00.000
7268,宝山,顾村,外环以外,菊泉小区,,,住宅,201907,,2015-12-11 00:00:00.000
7269,长宁,西郊,中外环间,协和苑,,,住宅,200335,,2015-12-11 00:00:00.000
7270,宝山,淞宝,外环以外,友谊路142号,,,待定,201999,,2015-12-11 00:00:00.000
7271,长宁,中山公园,内环以内,镇宁路465弄,,,综合社区,200050,,2015-12-11 00:00:00.000
7272,宝山,上大,中外环间,星福家园,,,住宅,200444,,2015-12-11 00:00:00.000
7273,长宁,新华路,内环以内,番禺路385弄,,,住宅,200052,,2015-12-11 00:00:00.000
7274,长宁,中山公园,内环以内,镇宁路405弄,,,住宅,200050,,2015-12-11 00:00:00.000
7275,宝山,淞宝,外环以外,西门街243号,,,住宅,201999,,2015-12-11 00:00:00.000
7276,长宁,西郊,中外环间,程桥一村,,,住宅,200336,,2015-12-11 00:00:00.000
7277,宝山,上大,中外环间,骏华苑,,,住宅,200436,,2015-12-11 00:00:00.000
7278,长宁,中山公园,内环以内,安化公寓,,,住宅,200050,,2015-12-11 00:00:00.000
7279,宝山,顾村,外环以外,沪太路4201弄,,,住宅,200444,,2015-12-11 00:00:00.000
7280,长宁,中山公园,内环以内,安化路253号,,,住宅,200050,,2015-12-11 00:00:00.000
7281,长宁,虹桥,内中环间,安龙路1010弄,,,住宅,200336,,2015-12-11 00:00:00.000
7282,长宁,新华路,内环以内,安顺路231弄,,,住宅,200051,,2015-12-11 00:00:00.000
7283,长宁,新华路,内环以内,安顺路181弄,,,住宅,200051,,2015-12-11 00:00:00.000
7284,长宁,古北,内中环间,安顺路322号,,,住宅,200051,,2015-12-11 00:00:00.000
7285,宝山,月浦,外环以外,乐业一村,,,住宅,200941,,2015-12-11 00:00:00.000
7286,宝山,罗店,外环以外,富辰花园,,,住宅,201908,,2015-12-11 00:00:00.000
7287,宝山,顾村,外环以外,菊泉新村,,,住宅,201907,,2015-12-11 00:00:00.000
7288,宝山,淞宝,外环以外,水上新村,,,住宅,201900,,2015-12-11 00:00:00.000
7289,长宁,西郊,中外环间,天申大楼,,,住宅,200336,,2015-12-11 00:00:00.000
7290,长宁,中山公园,内环以内,金谷苑,,,住宅,200042,,2015-12-11 00:00:00.000
7291,长宁,中山公园,内环以内,长宁路690弄,,,住宅,200042,,2015-12-11 00:00:00.000
7292,长宁,中山公园,内环以内,长宁路952弄,,,住宅,200042,,2015-12-11 00:00:00.000
7293,宝山,大华,内中环间,真华路618弄,,,住宅,200442,,2015-12-11 00:00:00.000
7294,长宁,中山公园,内环以内,华江大楼,,,住宅,200042,,2015-12-11 00:00:00.000
7295,长宁,新华路,内环以内,长顺路39号,,,住宅,200051,,2015-12-11 00:00:00.000
7296,长宁,新华路,内环以内,长顺路57号,,,住宅,200051,,2015-12-11 00:00:00.000
7297,宝山,罗店,外环以外,市一路256弄,,,住宅,201908,,2015-12-11 00:00:00.000
7298,宝山,淞南高境,中外环间,淞宏苑,,,住宅,200441,,2015-12-11 00:00:00.000
7299,宝山,罗店,外环以外,金兰雅墅,,,别墅,201908,,2015-12-11 00:00:00.000
7300,长宁,中山公园,内环以内,东诸安浜路61号,,,住宅,200050,,2015-12-11 00:00:00.000
7301,长宁,中山公园,内环以内,东诸安浜路75弄,,,住宅,200050,,2015-12-11 00:00:00.000
7302,长宁,新华路,内环以内,法华镇路681弄,,,住宅,200052,,2015-12-11 00:00:00.000
7303,长宁,新华路,内环以内,番禺路180弄,,,住宅,200052,,2015-12-11 00:00:00.000
7304,长宁,新华路,内环以内,番禺路289弄,,,待定,200052,,2015-12-11 00:00:00.000
7305,长宁,西郊,中外环间,广友小区,,,住宅,200335,,2015-12-11 00:00:00.000
7306,长宁,西郊,中外环间,福泉路450弄,,,住宅,200335,,2015-12-11 00:00:00.000
7307,长宁,虹桥,内中环间,虹古路373号,,,住宅,200336,,2015-12-11 00:00:00.000
7308,长宁,虹桥,内中环间,锦苑公寓,,,住宅,200336,,2015-12-11 00:00:00.000
7309,长宁,新华路,内环以内,虹桥路959弄,,,住宅,200051,,2015-12-11 00:00:00.000
7310,长宁,中山公园,内环以内,华阳路167号,,,住宅,200042 ,,2015-12-11 00:00:00.000
7311,普陀,长征,中外环间,紫荆苑,,,住宅,200333,,2015-12-11 00:00:00.000
7312,长宁,中山公园,内环以内,盛业公寓,,,住宅,200042 ,,2015-12-11 00:00:00.000
7313,长宁,西郊,中外环间,剑河小区,,,住宅,200335,,2015-12-11 00:00:00.000
7314,长宁,中山公园,内环以内,鸿康御花园,,,住宅,200050,,2015-12-11 00:00:00.000
7315,长宁,中山公园,内环以内,江苏路825号,,,住宅,200050,,2015-12-11 00:00:00.000
7316,长宁,中山公园,内环以内,凯旋路114号,,,住宅,200042,,2015-12-11 00:00:00.000
7317,长宁,虹桥,内中环间,天悦小区,,,住宅,200051,,2015-12-11 00:00:00.000
7318,长宁,虹桥,内中环间,娄山关路810弄,,,住宅,200051,,2015-12-11 00:00:00.000
7319,宝山,淞南高境,中外环间,新叶公寓,,,住宅,200940,,2015-12-11 00:00:00.000
7320,长宁,虹桥,内中环间,茅台路691弄,,,住宅,200336,,2015-12-11 00:00:00.000
7321,宝山,淞宝,外环以外,同济路191弄,,,住宅,200940,,2015-12-11 00:00:00.000
7322,长宁,西郊,中外环间,平塘路175弄,,,住宅,200335,,2015-12-11 00:00:00.000
7323,长宁,西郊,中外环间,平塘路185弄,,,住宅,200335,,2015-12-11 00:00:00.000
7324,长宁,古北,内中环间,维多利亚公寓,,,综合社区,201103,,2015-12-11 00:00:00.000
7325,长宁,虹桥,内中环间,虹日小区,,,住宅,200336,,2015-12-11 00:00:00.000
7326,长宁,虹桥,内中环间,水城路511弄,,,住宅,200336,,2015-12-11 00:00:00.000
7327,长宁,新华路,内环以内,泰安路94号,,,待定,200052,,2015-12-11 00:00:00.000
7328,长宁,虹桥,内中环间,天山路760弄,,,住宅,200051,,2015-12-11 00:00:00.000
7329,长宁,虹桥,内中环间,万航渡路2502号,,,住宅,200051,,2015-12-11 00:00:00.000
7330,长宁,中山公园,内环以内,武夷路519弄,,,住宅,200050,,2015-12-11 00:00:00.000
7331,宝山,淞宝,外环以外,兴景佳苑,,,住宅,201999,,2015-12-11 00:00:00.000
7332,宝山,罗店,外环以外,永顺路81弄,,,住宅,201908,,2015-12-11 00:00:00.000
7333,宝山,淞宝,外环以外,友谊路16弄,,,住宅,201999,,2015-12-11 00:00:00.000
7334,宝山,杨行,外环以外,万业福地苑,,,住宅,201901,,2015-12-11 00:00:00.000
7335,宝山,杨行,外环以外,宝启公寓,,,住宅,201901,,2015-12-11 00:00:00.000
7336,宝山,大华,内中环间,大华铂金华府,,,住宅,200442,,2015-12-11 00:00:00.000
7337,宝山,大华,内中环间,大华河畔华城,一期|二期|三期,|梧桐晶彩|,住宅,200442,,2015-12-11 00:00:00.000
7338,长宁,新华路,内环以内,新华路536弄,,,住宅,200052,,2015-12-11 00:00:00.000
7339,长宁,新华路,内环以内,新华路669弄,,,住宅,200052,,2015-12-11 00:00:00.000
7340,长宁,中山公园,内环以内,宣化路105号,,,住宅,200050,,2015-12-11 00:00:00.000
7341,长宁,新华路,内环以内,延武机电大楼,,,住宅,200052,,2015-12-11 00:00:00.000
7342,长宁,中山公园,内环以内,延安西路1573弄,,,综合社区,200050,,2015-12-11 00:00:00.000
7343,长宁,西郊,中外环间,兰馨公寓,,,住宅,200336,,2015-12-11 00:00:00.000
7344,长宁,新华路,内环以内,延安西路970弄,,,住宅,200052,,2015-12-11 00:00:00.000
7345,长宁,虹桥,内中环间,玉屏南路340弄,,,住宅,200051,,2015-12-11 00:00:00.000
7346,长宁,虹桥,内中环间,玉屏南路9号,,,住宅,200051,,2015-12-11 00:00:00.000
7347,长宁,虹桥,内中环间,云雾山路221弄,,,住宅,200051,,2015-12-11 00:00:00.000
7348,长宁,中山公园,内环以内,昭化路100号,,,住宅,200050,,2015-12-11 00:00:00.000
7349,长宁,中山公园,内环以内,昭化路84号,,,住宅,200050,,2015-12-11 00:00:00.000
7350,长宁,虹桥,内中环间,科宁公寓,,,住宅,200051,,2015-12-11 00:00:00.000
7351,长宁,古北,内中环间,中山西路934号,,,住宅,200051,,2015-12-11 00:00:00.000
7352,长宁,古北,内中环间,云都虹桥大厦,,,写字楼,200051,,2015-12-11 00:00:00.000
7353,长宁,虹桥,内中环间,紫云路61号,,,待定,200051,,2015-12-11 00:00:00.000
7354,长宁,虹桥,内中环间,遵义路435弄,,,住宅,200051,,2015-12-11 00:00:00.000
7355,徐汇,徐汇中心,内环以内,裕德路45弄,,,住宅,200030,,2015-12-11 00:00:00.000
7356,徐汇,徐汇中心,内环以内,海光公寓,,,住宅,200032,,2015-12-11 00:00:00.000
7357,徐汇,徐汇中心,内环以内,金银岛,,,商铺,200235,,2015-12-11 00:00:00.000
7358,徐汇,徐汇中心,内环以内,荣承公寓,,,住宅,200032,,2015-12-11 00:00:00.000
7359,宝山,顾村,外环以外,新桥街1弄,,,待定,201908,,2015-12-11 00:00:00.000
7360,宝山,罗店,外环以外,布长街52弄,,,住宅,201908,,2015-12-11 00:00:00.000
7361,宝山,共康泗塘,中外环间,一二八纪念路195号,,,待定,200435,,2015-12-11 00:00:00.000
7362,宝山,罗店,外环以外,市一路231号,,,住宅,201908,,2015-12-11 00:00:00.000
7363,宝山,顾村,外环以外,菊泉街488弄,,,住宅,201907,,2015-12-11 00:00:00.000
7364,宝山,淞宝,外环以外,淞滨支路120弄,,,住宅,200940,,2015-12-11 00:00:00.000
7365,长宁,中山公园,内环以内,长宁路855号,,,写字楼,200050,,2015-12-11 00:00:00.000
7366,长宁,新华路,内环以内,法华镇路150弄,,,住宅,200052,,2015-12-11 00:00:00.000
7367,长宁,西郊,中外环间,永馨小区,,,综合社区,200336,,2015-12-11 00:00:00.000
7368,长宁,虹桥,内中环间,娄山关路815弄,,,住宅,200051,,2015-12-11 00:00:00.000
7369,长宁,中山公园,内环以内,华阳路219号,,,住宅,200042 ,,2015-12-11 00:00:00.000
7370,长宁,新华路,内环以内,虹桥路961弄,,,住宅,200051,,2015-12-11 00:00:00.000
7371,长宁,虹桥,内中环间,娄山关路969弄,,,住宅,200051,,2015-12-11 00:00:00.000
7372,长宁,虹桥,内中环间,仙乐小区,,,住宅,200336,,2015-12-11 00:00:00.000
7373,长宁,中山公园,内环以内,长宁路1120弄,,,住宅,200051,,2015-12-11 00:00:00.000
7375,长宁,中山公园,内环以内,华秀小区,,,住宅,200042,,2015-12-11 00:00:00.000
7376,长宁,中山公园,内环以内,长宁支路301弄,,,住宅,200042,,2015-12-11 00:00:00.000
7377,长宁,虹桥,内中环间,虹城公寓,,,住宅,200336,,2015-12-11 00:00:00.000
7378,长宁,西郊,中外环间,新泾乡一号地块,,,待定,200335,,2015-12-11 00:00:00.000
7379,长宁,中山公园,内中环间,宁定大楼,,,住宅,200051,,2015-12-11 00:00:00.000
7380,长宁,中山公园,内环以内,中山西路85弄,,,住宅,200051,,2015-12-11 00:00:00.000
7381,长宁,虹桥,内中环间,仙蓉花苑,,,住宅,200336,,2015-12-11 00:00:00.000
7382,长宁,虹桥,内中环间,玉屏南路329号,,,住宅,200051,,2015-12-11 00:00:00.000
7383,长宁,新华路,内环以内,法华镇路500弄,,,住宅,200052,,2015-12-11 00:00:00.000
7384,长宁,虹桥,内中环间,玉屏南路345弄,,,住宅,200051,,2015-12-11 00:00:00.000
7385,宝山,共康泗塘,中外环间,新梅绿岛苑,,,住宅,200443,,2015-12-11 00:00:00.000
7386,闵行,颛桥,外环以外,北桥春天,,,住宅,201109,,2015-12-11 00:00:00.000
7387,闵行,颛桥,外环以外,天恒名城,,,住宅,201108,,2015-12-11 00:00:00.000
7388,浦东,金桥,中外环间,禹洲金桥国际,一期|二期|三期|四期,||禹洲蓝爵|,写字楼,201206,,2015-12-11 00:00:00.000
7389,浦东,东城,内环以内,锦绣前程,,,住宅,201204,,2015-12-11 00:00:00.000
7390,宝山,上大,中外环间,乾澄园,,,住宅,200436,,2015-12-11 00:00:00.000
7391,闵行,颛桥,外环以外,绿地新干线,,,住宅,201109,,2015-12-11 00:00:00.000
7392,奉贤,奉贤其它,外环以外,巨龙台湾城,,,住宅,201404,,2015-12-11 00:00:00.000
7393,闵行,金虹桥,中外环间,天鸿公寓,,,住宅,201103,,2015-12-11 00:00:00.000
7394,浦东,航头,外环以外,海洲桃花园,一期|二期,|咸塘汇景,综合社区,201316,,2015-12-11 00:00:00.000
7395,浦东,周康,外环以外,龙泽家园,,,住宅,201318,,2015-12-11 00:00:00.000
7396,杨浦,鞍山,内环以内,馨怡花园,,,住宅,200092,,2015-12-11 00:00:00.000
7397,徐汇,长桥,内中环间,绿洲庭苑,,,住宅,200231,,2015-12-11 00:00:00.000
7398,松江,九亭,外环以外,九亭生活佳园,,,住宅,201615,,2015-12-11 00:00:00.000
7399,宝山,杨行,外环以外,杨泰庭院,,,住宅,201901,,2015-12-11 00:00:00.000
7401,黄浦,打浦桥,内环以内,海上梦苑,,,住宅,200023,,2015-12-11 00:00:00.000
7402,虹口,凉城,中外环间,荣振馨苑/荣振大厦,,,住宅,200434,,2015-12-11 00:00:00.000
7403,闵行,颛桥,外环以外,北桥城中城,,,住宅,201109,,2015-12-11 00:00:00.000
7404,虹口,四川北路,内环以内,安业公寓,,,住宅,200081,,2015-12-11 00:00:00.000
7405,嘉定,真新,中外环间,三元及地苑,,,住宅,201824,,2015-12-11 00:00:00.000
7406,杨浦,五角场,中外环间,政德公寓,,,住宅,200433,,2015-12-11 00:00:00.000
7407,普陀,万里,内中环间,中浩云花园,,,住宅,200333,,2015-12-11 00:00:00.000
7408,闵行,古美罗阳,中外环间,龙祥嘉园,,,综合社区,201102,,2015-12-11 00:00:00.000
7409,闵行,江川路,外环以外,滨江御景,一期|二期|三期,星河景苑|星河景苑|滨江御景,住宅,200240,,2015-12-11 00:00:00.000
7410,普陀,曹杨,内中环间,上海之春,,,住宅,200062,,2015-12-11 00:00:00.000
7411,宝山,顾村,外环以外,美景良城,,,住宅,201907,,2015-12-11 00:00:00.000
7412,杨浦,东外滩,内中环间,申润江涛苑,,,住宅,200090,,2015-12-11 00:00:00.000
7413,宝山,顾村,外环以外,采菊苑,,,住宅,201907,,2015-12-11 00:00:00.000
7414,宝山,顾村,外环以外,文宝苑,,,住宅,201907,,2015-12-11 00:00:00.000
7415,宝山,上大,中外环间,乾和园,,,住宅,200436,,2015-12-11 00:00:00.000
7416,闵行,颛桥,外环以外,爱庐世纪新苑,,,住宅,201108,,2015-12-11 00:00:00.000
7417,宝山,淞南高境,中外环间,杰圣家苑,,,住宅,200439,,2015-12-11 00:00:00.000
7418,嘉定,真新,中外环间,米兰印象,,,住宅,201824,,2015-12-11 00:00:00.000
7419,闵行,莘庄,外环以外,东苑福邸,,,住宅,201199,,2015-12-11 00:00:00.000
7420,浦东,航头,外环以外,瑞和桃源,,,住宅,201318,,2015-12-11 00:00:00.000
7421,浦东,川沙,外环以外,心圆东苑,,,住宅,201299,,2015-12-11 00:00:00.000
7422,徐汇,华泾,外环以外,华欣家园,,,住宅,200231,,2016-12-29 13:16:00.000
7423,普陀,长风,内中环间,风华水岸,,,住宅,200062,,2015-12-11 00:00:00.000
7424,闵行,金虹桥,中外环间,龙柏金悦公寓,,,住宅,201103,,2015-12-11 00:00:00.000
7425,浦东,周康,外环以外,日月星城,,,住宅,201315,,2015-12-11 00:00:00.000
7426,闵行,吴泾,外环以外,虹梅南苑,,,住宅,200237,,2015-12-11 00:00:00.000
7427,闵行,吴泾,外环以外,锦川公寓,,,住宅,200241,,2015-12-11 00:00:00.000
7428,闵行,江川路,外环以外,畅馨园,,,住宅,200240,,2015-12-11 00:00:00.000
7429,杨浦,东外滩,内中环间,保利香槟花园,,,住宅,200082,,2015-12-11 00:00:00.000
7430,闵行,颛桥,外环以外,复地北桥城,一期|二期|三期,|阳光美墅|阳光美庭,综合社区,201109,,2015-12-11 00:00:00.000
7431,浦东,周康,外环以外,双秀家园,,,住宅,201315,,2015-12-11 00:00:00.000
7432,长宁,西郊,中外环间,帝豪苑,,,住宅,200336,,2015-12-11 00:00:00.000
7433,徐汇,徐汇中心,内环以内,汇宁花园,,汇宁183,综合社区,200030,,2015-12-11 00:00:00.000
7434,浦东,洋泾,内环以内,新城海上名园,,,住宅,200135,,2015-12-11 00:00:00.000
7435,宝山,淞南高境,中外环间,淞浦苑,,,住宅,200441,,2015-12-11 00:00:00.000
7436,徐汇,徐汇中心,内环以内,爱建城佳安公寓,,,综合社区,200030,,2015-12-11 00:00:00.000
7437,徐汇,徐汇中心,内环以内,永新城,,,综合社区,200030,,2015-12-11 00:00:00.000
7438,杨浦,鞍山,内环以内,恒阳花苑,,,住宅,200092,,2015-12-11 00:00:00.000
7439,浦东,洋泾,内环以内,旭辉雅苑,,旭辉新构想,住宅,200135,,2015-12-11 00:00:00.000
7440,杨浦,鞍山,内环以内,同济国康公寓,,,住宅,200092,,2015-12-11 00:00:00.000
7441,浦东,金桥,中外环间,汇佳苑,,,住宅,200129,,2015-12-11 00:00:00.000
7442,闵行,华漕,外环以外,西郊河畔家园,,,住宅,201107,,2015-12-11 00:00:00.000
7443,杨浦,黄兴,内中环间,欧洲豪庭,一期|二期,欧洲豪庭|韵都城,住宅,200093,,2015-12-11 00:00:00.000
7444,浦东,北蔡,内中环间,宏连馨苑,,,住宅,201204,,2015-12-11 00:00:00.000
7445,浦东,周康,外环以外,康桥花园,,,住宅,201315,,2015-12-11 00:00:00.000
7446,浦东,周康,外环以外,宁怡苑,,,住宅,201315,,2015-12-11 00:00:00.000
7447,杨浦,东外滩,内中环间,华谊星城名苑,,,住宅,200090,,2015-12-11 00:00:00.000
7448,浦东,周康,外环以外,康馨苑,,,住宅,201318,,2015-12-11 00:00:00.000
7449,徐汇,田林,内中环间,海上名门公寓,,,待定,200235,,2015-12-11 00:00:00.000
7450,闵行,吴泾,外环以外,枫桦景苑,,,住宅,200241,,2015-12-11 00:00:00.000
7451,闵行,古美罗阳,中外环间,中梅星光雅座,,,住宅,200237,,2015-12-11 00:00:00.000
7452,杨浦,鞍山,内环以内,阳明苑,,,住宅,200092,,2015-12-11 00:00:00.000
7453,徐汇,徐汇滨江,内中环间,聚龙新苑,,,住宅,200232,,2015-12-11 00:00:00.000
7454,闵行,莘庄,外环以外,莘华世家,,,住宅,201199,,2015-12-11 00:00:00.000
7455,闵行,七宝,外环以外,惠明苑,,,住宅,201101,,2015-12-11 00:00:00.000
7456,徐汇,徐汇中心,内环以内,嘉瑞花苑,,,住宅,200032,,2015-12-11 00:00:00.000
7457,虹口,四川北路,内环以内,天星公寓,,,住宅,200086,,2015-12-11 00:00:00.000
7458,闵行,莘庄,外环以外,香榭丽舍,,,住宅,201199,,2015-12-11 00:00:00.000
7459,宝山,大华,内中环间,金鑫花园,,,住宅,200442,,2015-12-11 00:00:00.000
7460,松江,九亭,外环以外,国亭花苑,,,综合社区,201615,,2015-12-11 00:00:00.000
7461,徐汇,徐汇中心,内环以内,兴南花苑,,,住宅,200032,,2015-12-11 00:00:00.000
7462,虹口,曲阳,内中环间,东银曲阳花苑,,,住宅,200437,,2015-12-11 00:00:00.000
7463,虹口,四川北路,内环以内,海伦都市佳苑,,,住宅,200086,,2015-12-11 00:00:00.000
7464,静安,南京西路,内环以内,运通大厦,,,写字楼,200041,,2015-12-11 00:00:00.000
7465,虹口,曲阳,内中环间,通德苑,,,住宅,200437,,2015-12-11 00:00:00.000
7466,虹口,四川北路,内环以内,天宝绿洲公寓,,,住宅,200086,,2015-12-11 00:00:00.000
7467,杨浦,黄兴,内中环间,杨浦公寓,,,住宅,200093,,2015-12-11 00:00:00.000
7468,虹口,北外滩,内环以内,宏惠花苑,,外滩新视界,住宅,200082,,2015-12-11 00:00:00.000
7469,虹口,北外滩,内环以内,申贝大厦,,,住宅,200080,,2015-12-11 00:00:00.000
7470,松江,松江新城,外环以外,玉树公寓,,,住宅,201699,,2015-12-11 00:00:00.000
7471,宝山,大华,内中环间,华欣苑,,,住宅,200442,,2015-12-11 00:00:00.000
7472,虹口,曲阳,内中环间,永巍公寓,,虹口龙庭,住宅,200083,,2015-12-11 00:00:00.000
7473,杨浦,中原,中外环间,惠元新天地家园,,,住宅,200433,,2015-12-11 00:00:00.000
7474,黄浦,人民广场,内环以内,平和里公寓,,,住宅,200003,,2015-12-11 00:00:00.000
7475,杨浦,黄兴,内中环间,长欣新苑,,,住宅,200090,,2015-12-11 00:00:00.000
7476,杨浦,黄兴,内中环间,惠信苑,,,住宅,200093,,2015-12-11 00:00:00.000
7477,杨浦,鞍山,内环以内,星惠佳苑,,,住宅,200082,,2015-12-11 00:00:00.000
7478,普陀,光新,内中环间,宜川华庭,,,住宅,200065,,2015-12-11 00:00:00.000
7480,徐汇,徐汇中心,内环以内,爱中公寓,,,住宅,200030,,2015-12-11 00:00:00.000
7481,长宁,新华路,内环以内,碧瑶公寓,,,综合社区,200052,,2015-12-11 00:00:00.000
7482,闵行,金虹桥,中外环间,虹桥金斯花园,,,住宅,201103,,2015-12-11 00:00:00.000
7483,静安,南京西路,内环以内,协和丽豪酒店公寓,,,住宅,200040,,2015-12-11 00:00:00.000
7484,闵行,莘庄,外环以外,春申城都市苑,,,住宅,201199,,2015-12-11 00:00:00.000
7485,闵行,古美罗阳,中外环间,罗秀苑,,,住宅,200237,,2015-12-11 00:00:00.000
7486,虹口,北外滩,内环以内,虹宸易居,,,住宅,200082,,2015-12-11 00:00:00.000
7487,浦东,周康,外环以外,桃花新城汇枫公寓,,,住宅,201318,,2015-12-11 00:00:00.000
7488,徐汇,徐汇中心,内环以内,南丹大楼,,,住宅,200030,,2015-12-11 00:00:00.000
7489,徐汇,徐汇中心,内环以内,飞雕国际大厦,,,写字楼,200030,,2015-12-11 00:00:00.000
7490,静安,曹家渡,内环以内,静安四季公寓,,,住宅,200042,,2015-12-11 00:00:00.000
7491,徐汇,徐汇中心,内环以内,南洋广元公寓,,,住宅,200030,,2015-12-11 00:00:00.000
7492,徐汇,徐汇中心,内环以内,汇贤雅居,,,住宅,200030,,2015-12-11 00:00:00.000
7493,徐汇,徐汇中心,内环以内,飞洲国际广场,,,写字楼,200030,,2015-12-11 00:00:00.000
7494,徐汇,徐汇中心,内环以内,电影华苑,,,住宅,200030,,2015-12-11 00:00:00.000
7495,虹口,四川北路,内环以内,晶钻博华,,,综合社区,200081,,2015-12-11 00:00:00.000
7496,长宁,古北,内中环间,红典花园会馆,,,商住楼,200336,,2015-12-11 00:00:00.000
7497,长宁,古北,内中环间,御翠豪庭,,,住宅,201103,,2015-12-11 00:00:00.000
7498,宝山,共康泗塘,中外环间,爱迪苑,,,住宅,200431,,2015-12-11 00:00:00.000
7499,静安,不夜城,内环以内,和颐苑,,,住宅,200071,,2015-12-11 00:00:00.000
7500,闵行,七宝,外环以外,万兆东庭,,,住宅,201101,,2015-12-11 00:00:00.000
7501,静安,不夜城,内环以内,广盛公寓,,,住宅,200071,,2015-12-11 00:00:00.000
7502,宝山,共康泗塘,中外环间,昌鑫家园,,,住宅,200435,,2015-12-11 00:00:00.000
7503,长宁,古北,内中环间,古城公寓,,,住宅,200336,,2015-12-11 00:00:00.000
7504,虹口,凉城,中外环间,上地公寓,,,住宅,200434,,2015-12-11 00:00:00.000
7505,徐汇,徐汇中心,内环以内,徐汇御苑,,,住宅,200032,,2015-12-11 00:00:00.000
7506,虹口,凉城,中外环间,万峰文致公寓,,,住宅,200434,,2015-12-11 00:00:00.000
7507,长宁,古北,内中环间,金龙公寓,,,住宅,201103,,2015-12-11 00:00:00.000
7508,长宁,古北,内中环间,金鹿公寓,,,住宅,201103,,2015-12-11 00:00:00.000
7509,长宁,虹桥,内中环间,金麟公寓,,,住宅,201103,,2015-12-11 00:00:00.000
7510,长宁,虹桥,内中环间,广场大厦,,,住宅,201103,,2015-12-11 00:00:00.000
7511,长宁,古北,内中环间,瑞庭酒店公寓,,,住宅,201103,,2015-12-11 00:00:00.000
7512,闵行,莘庄,外环以外,银霄大厦,,,住宅,201199,,2015-12-11 00:00:00.000
